S/N,Division,Name of Merchant / Hawker stall,Trade of services/goods,Address,Postal Code
2415,Toa Payoh Central,ALBROTHERS INDIAN MUSLIM FOOD,FOOD & BEVERAGES,"73 TOA PAYOH LOR 4
#01-585",310073
2416,Toa Payoh Central,AH CHYE COFFEE,FOOD & BEVERAGES,BLK 74 TOA PAYOH LOR 4 #01-01,310074
2417,Toa Payoh Central,THUAN HNG COFFEESHOP,FOOD & BEVERAGES,75 TOA PAYOH LORONG 5 #01-21,310075
2418,Toa Payoh Central,FANG YUAN SATAY,FOOD & BEVERAGES,75 TOA PAYOH LORONG 5#01-25,310075
2419,Toa Payoh Central,DA JI HAINANESE CHICKEN RICE,FOOD & BEVERAGES,75 LORONG 1 TOA PAYOH #01-31,310075
2420,Toa Payoh Central,FU YUAN KWAY CHAP DUCK RICE,FOOD & BEVERAGES,75 LORONG 1 TOA PAYOH #01-30,310075
2421,Toa Payoh Central,WANG WANG CONGEE,FOOD & BEVERAGES,75 LORONG 1 TOA PAYOH #01-24,310075
2422,Toa Payoh Central,SWEET HEART DESSERT,FOOD & BEVERAGES,75 TOA PAYOH LOR 5 #01-06,310075
2423,Toa Payoh Central,HOUSE OF FISH HEAD,FOOD & BEVERAGES,75 TOA PAYOH LOR 5 #01-34,310075
2424,Toa Payoh Central,OCEAN CURRY FISH HEAD,FOOD & BEVERAGES,92 LORONG 4 TOA PAYOH #01-264,310092
2425,Toa Payoh Central,KIM KEAT HOKKIEN MEE,FOOD & BEVERAGES,92 LOR 4 TOA PAYOH #01-264,310092
2426,Toa Payoh Central,KUEY CHAP,FOOD & BEVERAGES,93 LOR 4 TOA PAYOH #01-40,310092
2427,Toa Payoh Central,WANG LEE SEAFOOD RESTAURANT,FOOD & BEVERAGES,92 LORONG 4 TOA PAYOH #01-30,310092
2428,Toa Payoh Central,P. SHAWN TRADING SERVICES,OTHERS: TIDBITS IN WET MARKET,"93 LOR 4 TOA PAYOH WET MARKET #01-
30",310093
2429,Toa Payoh Central,BAN CHUAN TONG DRUG STORE,CLINIC/PHARMACY/HEALTHCARE,95 LORONG 4 TOA PAYOH #01-56,310095
2430,Toa Payoh Central,8 PLUS FOOD HOUSE,FOOD & BEVERAGES,95 TOA PAYOH LORONG 4 #01-74,310095
2431,Toa Payoh Central,YUAN JI CHICKEN RICE,FOOD & BEVERAGES,95 TOA PAYOH LORONG 4 #01-74,310095
2432,Toa Payoh Central,THIAN FOOK FRUIT SHOP,FOOD & BEVERAGES,95 LORONG 4 TOA PAYOH #01-58,310095
2433,Toa Payoh Central,KING OMAR RESTAURANT ( TOA PAYOH),FOOD & BEVERAGES,95 LORONG 4 TOA PAYOH #01-48,310095
2434,Toa Payoh Central,TIMS RESTAURANT & CAFÉ PTE LTD,FOOD & BEVERAGES,95 LORONG 4 TOA PAYOH #01-52,310095
2435,Toa Payoh Central,WARUNG FB AYAM GEPREK,FOOD & BEVERAGES,95 LORONG 4 TOA PAYOH #01-74,310095
2436,Toa Payoh Central,CHOP SENG HENG,GROCERY/PROVISION SHOP/MINIMART,"BLK 150 LORONG 1 TOA PAYOH #01-
1009",310150
2437,Toa Payoh Central,FEI XIONG,FOOD & BEVERAGES,BLK 177 TOA PAYOH CENTRAL #01-102,310177
2438,Toa Payoh Central,DRINKS STALL,FOOD & BEVERAGES,BLK 177 TOA PAYOH CENTRAL #01-102,310177
2439,Toa Payoh Central,THAHA FOOD PALACE PTE LTD,FOOD & BEVERAGES,BLK 177 TOA PAYOH CENTRAL #01-102,310177
2440,Toa Payoh Central,AO MALI,OTHERS: APPAREL / FASHION,BLK 178 TOA PAYOH CENTRAL #01-204,310178
2441,Toa Payoh Central,E GIRL FASHION,OTHERS: APPAREL / FASHION,178 TOA PAYOH CENTRAL #01-234,310178
2442,Toa Payoh Central,NELLYS RETRO SNACKS SINGAPORE,FOOD & BEVERAGES,178 TOA PAYOH CENTRAL #01-202,310178
2443,Toa Payoh Central,MUBINA'S KIOSK,GROCERY/PROVISION SHOP/MINIMART,179 TOA PAYOH CENTRAL #01-460,310179
2444,Toa Payoh Central,FASHION GIRL,OTHERS: APPAREL / FASHION,183 TOA PAYOH CENTRAL #01-266,310183
2445,Toa Payoh Central,PINK BEAUTY COSMETICS PTE LTD,OTHERS,183 TOA PAYOH CENTRAL #01-270,310183
2446,Toa Payoh Central,SMILE CENTRAL DENTAL TOA PAYOH PTE LTD,CLINIC/PHARMACY/HEALTHCARE,BLK 183 TOA PAYOH CENTRAL #01-278,310183
2447,Toa Payoh Central,VENUS BEAUTY PTE LTD,OTHERS: BEAUTY / TOILETRIES,BLK 183 TOA PAYOH CENTRAL #01-268,310183
2448,Toa Payoh Central,Q FRIED KWAY TEOW,FOOD & BEVERAGES,184 TOA PAYOH CENTRAL #01-372,310184
2449,Toa Payoh Central,WANG LAI FOODSTALL,FOOD & BEVERAGES,184 TOA PAYOH CENTRAL #01-372,310184
2450,Toa Payoh Central,AMK CURRY PUFF,FOOD & BEVERAGES,184 TOA PAYOH CENTRAL #01-372,310184
2451,Toa Payoh Central,MIXED VEGETABLE ECONOMIC RICE,FOOD & BEVERAGES,BLK 184 TOA PAYOH CENTRAL #01-372,310184
2452,Toa Payoh Central,DRINKS STALL,FOOD & BEVERAGES,BLK 184 TOA PAYOH CENTRAL #01-372,310184
2453,Toa Payoh Central,DING JI,FOOD & BEVERAGES,BLK 184 TOA PAYOH CENTRAL #01-372,310184
2454,Toa Payoh Central,FU ZHOU BAN MIAN,FOOD & BEVERAGES,BLK 186 TOA PAYOH CENTRAL #01-402,310186
2455,Toa Payoh Central,183 PRAWN NOODLE,FOOD & BEVERAGES,186 TOA PAYOH CENTRAL #01-402,310186
2456,Toa Payoh Central,FRUITS TOP 1 DEPARTMENT STORE,FOOD & BEVERAGES,186 TOA PAYOH CENTRAL #01-444,310186
2457,Toa Payoh Central,J 99 PTE LTD,FOOD & BEVERAGES,BLK 186 #01-402 TOA PAYOH CENTRAL,310186
2458,Toa Payoh Central,ALP AUDIO & VIDEO ELECTROMART,OTHERS: ELECTRICAL SHOPS,BLK 190 TOA PAYOH LORONG 6 #01-588,310190
2459,Toa Payoh Central,AROY VIET THAI CUISINE,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2460,Toa Payoh Central,CHICKEN RICE,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2461,Toa Payoh Central,ZHEN NENG ZHU FISH SOUP BAN MIAN,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2462,Toa Payoh Central,JAP & KOREAN CUISINE,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2463,Toa Payoh Central,MINI WOK,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2464,Toa Payoh Central,E-DAY WESTERN CUSINE,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2465,Toa Payoh Central,YONG TAU FOO,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2466,Toa Payoh Central,LAM ZHOU BEEF NOODLE,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2467,Toa Payoh Central,TURKISH KEBAB,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2468,Toa Payoh Central,PENYET KING AYAM PENYET,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2469,Toa Payoh Central,MOHAMED WASEEF INDIAN MUSLIM FOOD,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2470,Toa Payoh Central,DRINKS STALL,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2471,Toa Payoh Central,DESSERTS STALL,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2472,Toa Payoh Central,FRUITS STALL,FOOD & BEVERAGES,BLK 470 TOA PAYOH LORONG 6 #02-70,310470
2473,Toa Payoh Central,ODEON BEEF NOODLE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2474,Toa Payoh Central,SEDAP NASI PADANG,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2475,Toa Payoh Central,FOY YIN VEGETARIAN,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2476,Toa Payoh Central,THUNDER TEA RICE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2477,Toa Payoh Central,YUMMY STAR FISH SOUP BAN MIAN,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2478,Toa Payoh Central,GAO JI STEAMED GOURMET,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2479,Toa Payoh Central,YUMMY NIANG TOUFU,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2480,Toa Payoh Central,SEOUL DELIGHTS KOREAN CUISINE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2481,Toa Payoh Central,JJ JAPANESE CUISINE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2482,Toa Payoh Central,PIN WEI MIXED VEG RICE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2483,Toa Payoh Central,FRAGRANT HOT POT,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2484,Toa Payoh Central,SUSHILICIOUS,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2485,Toa Payoh Central,SOUP EMPIRE LAO HUO TANG,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2486,Toa Payoh Central,THE 70'S DELICACIES DUCK RICE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2487,Toa Payoh Central,CHINESE KUNGFU FISH,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2488,Toa Payoh Central,1970'S WANTON NOODLE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2489,Toa Payoh Central,DONG DONG HAINANESE CHICKEN RICE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2490,Toa Payoh Central,NOODLES WORLD FISHBALL NOODLE,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2491,Toa Payoh Central,PU TIAN DELIGHTS,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2492,Toa Payoh Central,AL HADHEERAH INDIAN MUSLIM,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2493,Toa Payoh Central,POT YUMMY YUMMY STEAMBOAT,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2494,Toa Payoh Central,DRINKS STALL,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2495,Toa Payoh Central,DIM SUM STALL,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2496,Toa Payoh Central,DESSERTS STALL,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2497,Toa Payoh Central,FRUITS STALL,FOOD & BEVERAGES,BLK 480 TOA PAYOH LORONG 6 #B1-01,310480
2498,Toa Payoh Central,SUSHILICIOUS,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2499,Toa Payoh Central,CHANG CHENG MIXED VEG RICE,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2500,Toa Payoh Central,CHAO ZHOU FISHBALL NOODLES,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2501,Toa Payoh Central,PONTIAN WANTON NOODLES,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2502,Toa Payoh Central,JIA WEI HERBAL SOUP,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2503,Toa Payoh Central,MAMA FLAVOURS) NYONYA FLAVOURS,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2504,Toa Payoh Central,LAM'S SIGNATURE NOODLES,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2505,Toa Payoh Central,BA XIAN VEGETARIAN,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2506,Toa Payoh Central,JING HOUSE YONG TAU FOO,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2507,Toa Payoh Central,JAPANESE CUISINE,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2508,Toa Payoh Central,ORIGINAL DELIGHTS MINI WOK,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2509,Toa Payoh Central,MALA XIANG GUO,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2510,Toa Payoh Central,BIG BANG KOREAN CUISINE,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2511,Toa Payoh Central,AYAM PENYET,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2512,Toa Payoh Central,KL CLAYPOT RICE,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2513,Toa Payoh Central,LONG KEE ROASTED DELIGHTS,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2514,Toa Payoh Central,FISH SOUP,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2515,Toa Payoh Central,PEPPER LUNCH EXPRESS,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2516,Toa Payoh Central,SPINACH SOUP,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2517,Toa Payoh Central,DRINKS STALL,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2518,Toa Payoh Central,DIM SUM STALL,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2519,Toa Payoh Central,DESSERTS STALL,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2520,Toa Payoh Central,FRUITS STALL,FOOD & BEVERAGES,BLK 500 TOA PAYOH LORONG 6 #01-30,310500
2521,Toa Payoh Central,ZTP GINSENG BIRDNEST,CLINIC/PHARMACY/HEALTHCARE,BLK 520 #01-55 LORONG 6 TOA PAYOH HDB HUB,310520
2522,Toa Payoh Central,CHEN CAI EATING HOUSE,FOOD & BEVERAGES,85 LORONG 4 TOA PAYOH #01-324,311085
2523,Toa Payoh East,ANY MART,GROCERY/PROVISION SHOP/MINIMART,"BLOCK 8 LORONG 7 TOA PAYOH #01-
291",310008
2524,Toa Payoh East,XINAN HEALTH CARE LLP,CLINIC/PHARMACY/HEALTHCARE,BLK 18 LOR 7 TOA PAYOH #01-246,310018
2525,Toa Payoh East,MI LE VEGETARIAN,FOOD & BEVERAGES,BLK 18 LORONG 7 TOA PAYOH,310018
2526,Toa Payoh East,XIANG YE NONYA DUMPLING,FOOD & BEVERAGES,BLK 18 LORONG 7 TOA PAYOH #01-252,310018
2527,Toa Payoh East,SING HIAP HUAT,FOOD & BEVERAGES,BLK 19 LOR 7 TOA PAYOH #01-264 KIM KEAT PALM,310019
2528,Toa Payoh East,HOKKIEN MAN HOKKIEN MEE,FOOD & BEVERAGES,BLK 19 TOA PAYOH LOR 7,310019
2529,Toa Payoh East,EE HOE EATING HOUSE,FOOD & BEVERAGES,BLK 20 LORONG 7 TOA PAYOH,310020
2530,Toa Payoh East,WAN LI XIANG MAO YI,OTHERS: PRAYING ITEMS,BLK 20 LORONG 7 TOA PAYOH #01-744,310020
2531,Toa Payoh East,YAN CHAI TONG MEDICAL HALL,CLINIC/PHARMACY/HEALTHCARE,BLK 20 LORONG 7 TOA PAYOH #01-748,310020
2532,Toa Payoh East,YEOW LIAN HENG,GROCERY/PROVISION SHOP/MINIMART,BLK 20 LOR 7 TOA PAYOH #01-740,310020
2533,Toa Payoh East,GOOD PLEASURE CONFECTIONERY,CONFECTIONERY,BLK 21 TOA PAYOH LORONG 7 #01-284,310021
2534,Toa Payoh East,LIZA NASI PADANG,FOOD & BEVERAGES,BLK 22 LORONG 7 TOA PAYOH #01-44,310022
2535,Toa Payoh East,MEI HENG YONG TAU FOO,FOOD & BEVERAGES,BLK 22 LORONG 7 TOA PAYOH #01-22,310022
2536,Toa Payoh East,WANG'S WESTERN,FOOD & BEVERAGES,BLK 22 LORONG 7 TOA PAYOH #01-23,310022
2537,Toa Payoh East,LAI LAI HAINANESE CHICKEN RICE,FOOD & BEVERAGES,BLK 22 LORONG 7 TOA PAYOH #01-18,310022
2538,Toa Payoh East,THIAM BEE FRUITS STALL,WET MARKET,BLK 22 LORONG 7 TOA PAYOH #01-120,310022
2539,Toa Payoh East,LAI HENG,FOOD & BEVERAGES,BLK 22D TOA PAYOH LORONG 7 #01-07,310022
2540,Toa Payoh East,LORONG 7 KWAY CHAP,FOOD & BEVERAGES,BLK 22 LORONG 7 TOA PAYOH #01-32,310022
2541,Toa Payoh East,LAU PA SAT FISHBALL MINCED MEAT MEE,FOOD & BEVERAGES,BLK 22 TOA PAYOH LOR 7 #01-02,310022
2542,Toa Payoh East,THE FROSTED CHICK,FOOD & BEVERAGES,194 KIM KEAT AVE #01-414,310194
2543,Toa Payoh East,TEOCHEW FISH SOUP RICE.PORRIDGE,FOOD & BEVERAGES,BLK 210 TOA PAYOH LORONG 8 #01-30,310210
2544,Toa Payoh East,BLESSED BIRDNEST,GROCERY/PROVISION SHOP/MINIMART,BLK 210 TOA PAYOH LORONG 8,310210
2545,Toa Payoh East,IRINA COFFEESHOP,FOOD & BEVERAGES,210 LORONG 8 TPY #01-20,310210
2546,Toa Payoh East,KELLY JIE SEAFOOD,FOOD & BEVERAGES,BLK 211 TOA PAYOH LORONG 8 #011- 11/15,310211
2547,Toa Payoh East,CHEE WEI VEGETARIAN,FOOD & BEVERAGES,BLK 211 TOA PAYOH LORONG 8 #01-01,310211
2548,Toa Payoh East,WONG MING KEE ROASTED DELIGHTS,FOOD & BEVERAGES,"BLK 211, TOA PAYOH, LOR 8
#0101",310211
2549,Toa Payoh East,POH HUAT KIOSK,GROCERY/PROVISION SHOP/MINIMART,BLK 222 LORONG 8 TOA PAYOH #01-709,310222
2550,Toa Payoh East,FORTUNE SUPERMARKET,GROCERY/PROVISION SHOP/MINIMART,BLK 233 LORONG 8 TOA PAYOH #01-260,310233
2551,Toa Payoh East,KIM ENG UNISEX HAIRDRESSING & BEAUTY SALOON,HAIR SALON/BARBER SHOP,"BLK 233 LORONG 8 TOA PAYOH, #01-
252",310233
2552,Toa Payoh East,HONGYUN SEAFOOD ENTERPRISE,FOOD & BEVERAGES,"BLK 233 LORONG 8 TOA PAYOH, #01-
268",310233
2553,Toa Payoh East,ECON MINIMART TONG SENG HUAT,GROCERY/PROVISION SHOP/MINIMART,"BLK 234 LORONG 8 TOA PAYOH, #01-
274",310234
2554,Toa Payoh East,KALAI S TRADING PTE LTD,GROCERY/PROVISION SHOP/MINIMART,"BLK 234 LORONG 8 TOA PAYOH, #01-
280",310234
2555,Toa Payoh East,REXI DEPARTMENTAL STORE,GROCERY/PROVISION SHOP/MINIMART,"BLK 234 LORONG 8 TOA PAYOH, #01-
276",310234
2556,Toa Payoh East,KIM KEAT FOOD & DRINKS CENTRE,FOOD & BEVERAGES,BLK 260 KIM KEAT AVENUE #01-02,310260
2557,Toa Payoh West- Thomson,CHANG CHENG FOOD & BEVERAGE PTE LTD – DRINK STALL,FOOD & BEVERAGES,BLK 111 LORONG 1 TOA PAYOH #01-366,310111
2558,Toa Payoh West- Thomson,CHANG CHENG FOOD & BEVERAGE PTE LTD - CHINESE VEGETABLE RICE,FOOD & BEVERAGES,BLK 111 LORONG 1 TOA PAYOH #01-366,310111
2559,Toa Payoh West- Thomson,LE WHEAT PTE LTD,CONFECTIONERY,BLK 111 LORONG 1 TOA PAYOH #01-356,310111
2560,Toa Payoh West- Thomson,U-MART CHUAN JIAN HUAT MINIMART,GROCERY/PROVISION SHOP/MINIMART,BLK 116 LORONG 2 TOA PAYOH #01-168,310116
2561,Toa Payoh West- Thomson,CHANG CHENG FOOD & BEVERAGE PTE LTD – DRINK STALL,FOOD & BEVERAGES,BLK 126 TOA PAYOH LORONG 1 #01-577,310126
2562,Toa Payoh West- Thomson,CHANG CHENG FOOD PARADISE PTE LTD - CHINESE VEGETABLES RICE,FOOD & BEVERAGES,BLK 126 TOA PAYOH LORONG 1 #01-577,310126
2563,Toa Payoh West- Thomson,LIANG HENG FOOD STALL,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-21,310127
2564,Toa Payoh West- Thomson,PERDANA MUSLIM,FOOD & BEVERAGES,BLK 127 LOR 1 TOA PAYOH #02-36,310127
2565,Toa Payoh West- Thomson,MUSHROOM MINCED MEAT NOODLES,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-03,310127
2566,Toa Payoh West- Thomson,VEGETARIAN,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-07,310127
2567,Toa Payoh West- Thomson,KWONG MING,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-09,310127
2568,Toa Payoh West- Thomson,ANG LIANG TEA HOUSE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-10,310127
2569,Toa Payoh West- Thomson,CHING CHING COFFEE STALL,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-13,310127
2570,Toa Payoh West- Thomson,DA CHENG KWAY CHAP,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-14,310127
2571,Toa Payoh West- Thomson,TECK HWA,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-15,310127
2572,Toa Payoh West- Thomson,WENG HWA ECONOMIC BEE HOON,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-17,310127
2573,Toa Payoh West- Thomson,HONG KONG LUNG HWA ROASTED DELIGHT,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-18,310127
2574,Toa Payoh West- Thomson,XIANG YUAN CAFE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-20,310127
2575,Toa Payoh West- Thomson,SIN HUAT COOK FOOD,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-22,310127
2576,Toa Payoh West- Thomson,TONG FONG DRINK STALL,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-23,310127
2577,Toa Payoh West- Thomson,DEANNA KITCHEN,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-25,310127
2578,Toa Payoh West- Thomson,26 CARROT CAKE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-26,310127
2579,Toa Payoh West- Thomson,PURE SOYA BEAN,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-28,310127
2580,Toa Payoh West- Thomson,88 PORRIDGE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-29,310127
2581,Toa Payoh West- Thomson,SHENG HENG MIXED RICE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-31,310127
2582,Toa Payoh West- Thomson,BLISS HAVEN RESTAURANT (UGGLIS MUFFIN),FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-34,310127
2583,Toa Payoh West- Thomson,CHOON SENG COFFEE PLACE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-32,310127
2584,Toa Payoh West- Thomson,NAM HENG DRINK STALL,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-37,310127
2585,Toa Payoh West- Thomson,COOL DESSERT,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-38,310127
2586,Toa Payoh West- Thomson,KIM HUA GUAN,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-40,310127
2587,Toa Payoh West- Thomson,135 FISHBALL NOODLES,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-11,310127
2588,Toa Payoh West- Thomson,JOO HENG NOODLES,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-12,310127
2589,Toa Payoh West- Thomson,COME DAILY FRIED HOKKIEN MEE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-27,310127
2590,Toa Payoh West- Thomson,CHEY SUA CARROT CAKE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-30,310127
2591,Toa Payoh West- Thomson,HUP LEE FRIED BEE HOON,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-35,310127
2592,Toa Payoh West- Thomson,LAO SIM CHICKEN NOODLE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-01,310127
2593,Toa Payoh West- Thomson,JJ INDIAN CUISINE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-19,310127
2594,Toa Payoh West- Thomson,HENG LI HAINANESE CHICKEN RICE,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-16,310127
2595,Toa Payoh West- Thomson,(LOR 1) FISH PORRIDGE-FISH SOUP-SEAFOOD SOUP,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-33,310127
2596,Toa Payoh West- Thomson,TEOCHEW HANDMADE PAU,FOOD & BEVERAGES,BLK 127 LORONG 1 TOA PAYOH #02-02,310127
2597,Toa Payoh West- Thomson,XUN WEI MIXED VEG RICE/ 寻味菜饭,FOOD & BEVERAGES,BLK 203 TOA PAYOH NORTH #01-1121,310203
2598,Toa Payoh West- Thomson,PHARMEX HEALTHCARE,CLINIC/PHARMACY/HEALTHCARE,"200, TOA PAYOH LORONG 2, #01-03",319642
2599,Whampoa,BEDEMEER PRAWN NOODLE,FOOD & BEVERAGES,BLK 29 BENDEMEER ROAD #01-42,320029
2600,Whampoa,WARONG MAK LIMAH & FAMILY,FOOD & BEVERAGES,BLK 29 BENDEMEER ROAD #01-84,320029
2601,Whampoa,新新酿豆腐,FOOD & BEVERAGES,BLK 29 BENDEMEER ROAD #01-48,320029
2602,Whampoa,HWA KWONG OPTICAL SHOP,OTHERS: OPTICAL,BLK 74 WHAMPOA DRIVE #01-320,320074
2603,Whampoa,MIKA CONFECTIONERY,CONFECTIONERY,BLK 74 WHAMPOA DRIVE #01-330,320074
2604,Whampoa,PHOENIX BEAUTY SALOON & HAIRDRESSING,HAIR SALON/BARBER SHOP,BLK 74 WHAMPOA DRIVE #01-318,320074
2605,Whampoa,SIN BEE KENG RESTAURANT,FOOD & BEVERAGES,BLK 74 WHAMPOA DRIVE #01-310,320074
2606,Whampoa,HENG HENG MIXED VEGGY,FOOD & BEVERAGES,BLK 74 WHAMPOA DRIVE #01-310,320074
2607,Whampoa,HONG WANTON MEE,FOOD & BEVERAGES,BLK 74 WHAMPOA DRIVE #03-310,320074
2608,Whampoa,HARDWARECITY,HARDWARE AND REPAIRS SHOP,"BLOCK 74 HDB WHAMPOA DRIVE,#01- 322",320074
